experiences,interests,python_level,sql_level
"Etudiant ECE majeur Data & IA. Cours de machine learning avec un projet sur un dataset Kaggle, projet de data visualisation avec creation d'insight en python et matplotlib. Stage technique sur un sujet de machine learning de segmentation client sur un sujet banquaire. J'ai une experience en gen ai, NLP, big data via mes cours actuels.","J'aimerais travailler dans les LLM, IA Agentic avec du big  data en python principalement.",5,4
